tanggal,waktu,username,full_text,sentimen,cleaning,case_folding,hasil_normalisasi,tokenize,stopword_removal,steming_data
Sun Dec 28,11:25:09,gg_02022020,Disaat mahasiswa sibuk demo kenaikan PPN menjadi 12% padahal di tahun 2025 juga terdapat tambahan tarif opsen PKB dan BBNKB yang ditetapkan sebesar 66% dari besaran pajak terutang. #TersanderaUtangJokowi #OpsenPKB #OpsenBBNKB https://t.co/CFQwy250iI,Negatif,Disaat mahasiswa sibuk demo kenaikan PPN menjadi  padahal di tahun  juga terdapat tambahan tarif opsen PKB dan BBNKB yang ditetapkan sebesar  dari besaran pajak terutang TersanderaUtangJokowi OpsenPKB OpsenBBNKB,disaat mahasiswa sibuk demo kenaikan ppn menjadi  padahal di tahun  juga terdapat tambahan tarif opsen pkb dan bbnkb yang ditetapkan sebesar  dari besaran pajak terutang tersanderautangjokowi opsenpkb opsenbbnkb,disaat mahasiswa sibuk demo kenaikan ppn menjadi padahal di tahun-tahun juga terdapat tambahan tarif opsen pkb dan bbnkb yang ditetapkan sebesar dari besaran pajak terutang tersanderautangjokowi opsenpkb opsenbbnkb,"['disaat', 'mahasiswa', 'sibuk', 'demo', 'kenaikan', 'ppn', 'menjadi', 'padahal', 'di', 'tahun-tahun', 'juga', 'terdapat', 'tambahan', 'tarif', 'opsen', 'pkb', 'dan', 'bbnkb', 'yang', 'ditetapkan', 'sebesar', 'dari', 'besaran', 'pajak', 'terutang', 'tersanderautangjokowi', 'opsenpkb', 'opsenbbnkb']","['disaat', 'mahasiswa', 'sibuk', 'demo', 'kenaikan', 'ppn', 'tahun-tahun', 'tambahan', 'tarif', 'opsen', 'pkb', 'bbnkb', 'ditetapkan', 'besaran', 'pajak', 'terutang', 'tersanderautangjokowi', 'opsenpkb', 'opsenbbnkb']",saat mahasiswa sibuk demo naik ppn tahun tambah tarif opsen pkb bbnkb tetap besar pajak utang tersanderautangjokowi opsenpkb opsenbbnkb
Sun Dec 28,11:21:56,RaniKancana,@abu_waras Ok gas ok gas ok gas Bani 58% sudah menantikan kenaikan pajak ini,Positif,Ok gas ok gas ok gas Bani  sudah menantikan kenaikan pajak ini,ok gas ok gas ok gas bani  sudah menantikan kenaikan pajak ini,ok gas ok gas ok gas bani sudah menantikan kenaikan pajak ini,"['ok', 'gas', 'ok', 'gas', 'ok', 'gas', 'bani', 'sudah', 'menantikan', 'kenaikan', 'pajak', 'ini']","['ok', 'gas', 'ok', 'gas', 'ok', 'gas', 'bani', 'kenaikan', 'pajak']",ok gas ok gas ok gas bani naik pajak
Sun Dec 28,11:09:45,cnbcindonesia,(((Jangan emosian dan alergi dengan kata pajak))) Ini perusahaan sepur punya negara aja bilang bebas kenaikan ppn adalah kabar gembira cuy... https://t.co/WGwJcgwo4w,Negatif,Jangan emosian dan alergi dengan kata pajak Ini perusahaan sepur punya negara aja bilang bebas kenaikan ppn adalah kabar gembira cuy,jangan emosian dan alergi dengan kata pajak ini perusahaan sepur punya negara aja bilang bebas kenaikan ppn adalah kabar gembira cuy,jangan-jangan emosian dan alergi dengan kata-kata pajak ini perusahaan sepur punya negara saja bilang-bilang bebas kenaikan ppn adalah kabar gembira cuy,"['jangan-jangan', 'emosian', 'dan', 'alergi', 'dengan', 'kata-kata', 'pajak', 'ini', 'perusahaan', 'sepur', 'punya', 'negara', 'saja', 'bilang-bilang', 'bebas', 'kenaikan', 'ppn', 'adalah', 'kabar', 'gembira', 'cuy']","['jangan-jangan', 'emosian', 'alergi', 'kata-kata', 'pajak', 'perusahaan', 'sepur', 'negara', 'bilang-bilang', 'bebas', 'kenaikan', 'ppn', 'kabar', 'gembira', 'cuy']",jangan emosi alergi kata pajak usaha sepur negara bilang bebas naik ppn kabar gembira cuy
Sun Dec 28,10:58:03,TommyJulio,Tongseng Kambing di kampungku ikutan naik harganya. Apa coba hubungannya dengan kenaikan pajak?,Negatif,Tongseng Kambing di kampungku ikutan naik harganya Apa coba hubungannya dengan kenaikan pajak,tongseng kambing di kampungku ikutan naik harganya apa coba hubungannya dengan kenaikan pajak,tongseng kambing di kampungku ikutan naik harganya apa-apa coba hubungannya dengan kenaikan pajak,"['tongseng', 'kambing', 'di', 'kampungku', 'ikutan', 'naik', 'harganya', 'apa-apa', 'coba', 'hubungannya', 'dengan', 'kenaikan', 'pajak']","['tongseng', 'kambing', 'kampungku', 'ikutan', 'harganya', 'apa-apa', 'coba', 'hubungannya', 'kenaikan', 'pajak']",tongseng kambing kampung ikut harga apa coba hubung naik pajak
Sun Dec 28,10:53:09,Internetsurver,Tolak kenaikan pajak #TolakKenaikanPPN12Persen #TolakPPN12Persen #PajakMencekik #PPNMemperkuatOligarki,Negatif,Tolak kenaikan pajak TolakKenaikanPPNPersen TolakPPNPersen PajakMencekik PPNMemperkuatOligarki,tolak kenaikan pajak tolakkenaikanppnpersen tolakppnpersen pajakmencekik ppnmemperkuatoligarki,tolak kenaikan pajak tolakkenaikanppnpersen tolakppnpersen pajakmencekik ppnmemperkuatoligarki,"['tolak', 'kenaikan', 'pajak', 'tolakkenaikanppnpersen', 'tolakppnpersen', 'pajakmencekik', 'ppnmemperkuatoligarki']","['tolak', 'kenaikan', 'pajak', 'tolakkenaikanppnpersen', 'tolakppnpersen', 'pajakmencekik', 'ppnmemperkuatoligarki']",tolak naik pajak tolakkenaikanppnpersen tolakppnpersen pajakmencekik ppnmemperkuatoligarki
Sun Dec 28,10:48:00,istiraahat,@prabowo Halah cuman omong omong manis doang w mah juga bisa kalo ngomong doang Tolak kenaikan pajak #TolakKenaikanPPN12Persen #TolakPPN12Persen #PajakMencekik #PPNMemperkuatOligarki,Negatif,Halah cuman omong omong manis doang w mah juga bisa kalo ngomong doang Tolak kenaikan pajak TolakKenaikanPPNPersen TolakPPNPersen PajakMencekik PPNMemperkuatOligarki,halah cuman omong omong manis doang w mah juga bisa kalo ngomong doang tolak kenaikan pajak tolakkenaikanppnpersen tolakppnpersen pajakmencekik ppnmemperkuatoligarki,halah cuman omong omong manis doang gue mah juga bisa kalau ngomong-ngomong doang tolak kenaikan pajak tolakkenaikanppnpersen tolakppnpersen pajakmencekik ppnmemperkuatoligarki,"['halah', 'cuman', 'omong', 'omong', 'manis', 'doang', 'gue', 'mah', 'juga', 'bisa', 'kalau', 'ngomong-ngomong', 'doang', 'tolak', 'kenaikan', 'pajak', 'tolakkenaikanppnpersen', 'tolakppnpersen', 'pajakmencekik', 'ppnmemperkuatoligarki']","['halah', 'cuman', 'omong', 'omong', 'manis', 'doang', 'gue', 'mah', 'ngomong-ngomong', 'doang', 'tolak', 'kenaikan', 'pajak', 'tolakkenaikanppnpersen', 'tolakppnpersen', 'pajakmencekik', 'ppnmemperkuatoligarki']",halah cuman omong omong manis doang gue mah ngomong-ngomong doang tolak naik pajak tolakkenaikanppnpersen tolakppnpersen pajakmencekik ppnmemperkuatoligarki
Sun Dec 28,10:47:58,Jjeong_jeongu,Bebaskan rakyat dari pajak yanh gak ngotakk Tolak kenaikan pajak #TolakKenaikanPPN12Persen #TolakPPN12Persen #PajakMencekik #PPNMemperkuatOligarki,Negatif,Bebaskan rakyat dari pajak yanh gak ngotakk Tolak kenaikan pajak TolakKenaikanPPNPersen TolakPPNPersen PajakMencekik PPNMemperkuatOligarki,bebaskan rakyat dari pajak yanh gak ngotakk tolak kenaikan pajak tolakkenaikanppnpersen tolakppnpersen pajakmencekik ppnmemperkuatoligarki,bebaskan rakyat dari pajak yanh tidak ngotakk tolak kenaikan pajak tolakkenaikanppnpersen tolakppnpersen pajakmencekik ppnmemperkuatoligarki,"['bebaskan', 'rakyat', 'dari', 'pajak', 'yanh', 'tidak', 'ngotakk', 'tolak', 'kenaikan', 'pajak', 'tolakkenaikanppnpersen', 'tolakppnpersen', 'pajakmencekik', 'ppnmemperkuatoligarki']","['bebaskan', 'rakyat', 'pajak', 'yanh', 'ngotakk', 'tolak', 'kenaikan', 'pajak', 'tolakkenaikanppnpersen', 'tolakppnpersen', 'pajakmencekik', 'ppnmemperkuatoligarki']",bebas rakyat pajak yanh ngotakk tolak naik pajak tolakkenaikanppnpersen tolakppnpersen pajakmencekik ppnmemperkuatoligarki
Sun Dec 28,10:47:43,Jjeong_jeongu,Kita tolak kenaikan pajak ituu Tolak kenaikan pajak #TolakKenaikanPPN12Persen #TolakPPN12Persen #PajakMencekik #PPNMemperkuatOligarki,Negatif,Kita tolak kenaikan pajak ituu Tolak kenaikan pajak TolakKenaikanPPNPersen TolakPPNPersen PajakMencekik PPNMemperkuatOligarki,kita tolak kenaikan pajak ituu tolak kenaikan pajak tolakkenaikanppnpersen tolakppnpersen pajakmencekik ppnmemperkuatoligarki,kita tolak kenaikan pajak itu tolak kenaikan pajak tolakkenaikanppnpersen tolakppnpersen pajakmencekik ppnmemperkuatoligarki,"['kita', 'tolak', 'kenaikan', 'pajak', 'itu', 'tolak', 'kenaikan', 'pajak', 'tolakkenaikanppnpersen', 'tolakppnpersen', 'pajakmencekik', 'ppnmemperkuatoligarki']","['tolak', 'kenaikan', 'pajak', 'tolak', 'kenaikan', 'pajak', 'tolakkenaikanppnpersen', 'tolakppnpersen', 'pajakmencekik', 'ppnmemperkuatoligarki']",tolak naik pajak tolak naik pajak tolakkenaikanppnpersen tolakppnpersen pajakmencekik ppnmemperkuatoligarki
Sun Dec 28,10:46:58,Jjeong_jeongu,@detikcom Inisiator ruu harmonisasi kenaikan pajak 2021 adalah dpr,Positif,Inisiator ruu harmonisasi kenaikan pajak  adalah dpr,inisiator ruu harmonisasi kenaikan pajak  adalah dpr,inisiator ruu harmonisasi kenaikan pajak adalah dpr,"['inisiator', 'ruu', 'harmonisasi', 'kenaikan', 'pajak', 'adalah', 'dpr']","['inisiator', 'ruu', 'harmonisasi', 'kenaikan', 'pajak', 'dpr']",inisiator ruu harmonisasi naik pajak dpr
Sun Dec 28,10:46:23,Jjeong_jeongu,@tempodotco Tolak kenaikan pajak #TolakKenaikanPPN12Persen #TolakPPN12Persen #PajakMencekik #PPNMemperkuatOligarki,Negatif,Tolak kenaikan pajak TolakKenaikanPPNPersen TolakPPNPersen PajakMencekik PPNMemperkuatOligarki,tolak kenaikan pajak tolakkenaikanppnpersen tolakppnpersen pajakmencekik ppnmemperkuatoligarki,tolak kenaikan pajak tolakkenaikanppnpersen tolakppnpersen pajakmencekik ppnmemperkuatoligarki,"['tolak', 'kenaikan', 'pajak', 'tolakkenaikanppnpersen', 'tolakppnpersen', 'pajakmencekik', 'ppnmemperkuatoligarki']","['tolak', 'kenaikan', 'pajak', 'tolakkenaikanppnpersen', 'tolakppnpersen', 'pajakmencekik', 'ppnmemperkuatoligarki']",tolak naik pajak tolakkenaikanppnpersen tolakppnpersen pajakmencekik ppnmemperkuatoligarki
Sun Dec 28,10:46:01,Jjeong_jeongu,@prabowo Kau ni ape Tolak kenaikan pajak #TolakKenaikanPPN12Persen #TolakPPN12Persen #PajakMencekik #PPNMemperkuatOligarki,Negatif,Kau ni ape Tolak kenaikan pajak TolakKenaikanPPNPersen TolakPPNPersen PajakMencekik PPNMemperkuatOligarki,kau ni ape tolak kenaikan pajak tolakkenaikanppnpersen tolakppnpersen pajakmencekik ppnmemperkuatoligarki,kau nih apa tolak kenaikan pajak tolakkenaikanppnpersen tolakppnpersen pajakmencekik ppnmemperkuatoligarki,"['kau', 'nih', 'apa', 'tolak', 'kenaikan', 'pajak', 'tolakkenaikanppnpersen', 'tolakppnpersen', 'pajakmencekik', 'ppnmemperkuatoligarki']","['kau', 'nih', 'tolak', 'kenaikan', 'pajak', 'tolakkenaikanppnpersen', 'tolakppnpersen', 'pajakmencekik', 'ppnmemperkuatoligarki']",kau nih tolak naik pajak tolakkenaikanppnpersen tolakppnpersen pajakmencekik ppnmemperkuatoligarki
Sun Dec 28,10:45:46,Jjeong_jeongu,@prabowo Gak usah makan gratis Tolak kenaikan pajak #TolakKenaikanPPN12Persen #TolakPPN12Persen #PajakMencekik #PPNMemperkuatOligarki,Negatif,Gak usah makan gratis Tolak kenaikan pajak TolakKenaikanPPNPersen TolakPPNPersen PajakMencekik PPNMemperkuatOligarki,gak usah makan gratis tolak kenaikan pajak tolakkenaikanppnpersen tolakppnpersen pajakmencekik ppnmemperkuatoligarki,tidak usah makan gratis tolak kenaikan pajak tolakkenaikanppnpersen tolakppnpersen pajakmencekik ppnmemperkuatoligarki,"['tidak', 'usah', 'makan', 'gratis', 'tolak', 'kenaikan', 'pajak', 'tolakkenaikanppnpersen', 'tolakppnpersen', 'pajakmencekik', 'ppnmemperkuatoligarki']","['makan', 'gratis', 'tolak', 'kenaikan', 'pajak', 'tolakkenaikanppnpersen', 'tolakppnpersen', 'pajakmencekik', 'ppnmemperkuatoligarki']",makan gratis tolak naik pajak tolakkenaikanppnpersen tolakppnpersen pajakmencekik ppnmemperkuatoligarki
Sun Dec 28,10:44:36,santo_well6535,@prabowo Kau buat susah orang je Tolak kenaikan pajak #TolakKenaikanPPN12Persen #TolakPPN12Persen #PajakMencekik #PPNMemperkuatOligarki,Negatif,Kau buat susah orang je Tolak kenaikan pajak TolakKenaikanPPNPersen TolakPPNPersen PajakMencekik PPNMemperkuatOligarki,kau buat susah orang je tolak kenaikan pajak tolakkenaikanppnpersen tolakppnpersen pajakmencekik ppnmemperkuatoligarki,kau buat susah orang-orang je tolak kenaikan pajak tolakkenaikanppnpersen tolakppnpersen pajakmencekik ppnmemperkuatoligarki,"['kau', 'buat', 'susah', 'orang-orang', 'je', 'tolak', 'kenaikan', 'pajak', 'tolakkenaikanppnpersen', 'tolakppnpersen', 'pajakmencekik', 'ppnmemperkuatoligarki']","['kau', 'susah', 'orang-orang', 'je', 'tolak', 'kenaikan', 'pajak', 'tolakkenaikanppnpersen', 'tolakppnpersen', 'pajakmencekik', 'ppnmemperkuatoligarki']",kau susah orang je tolak naik pajak tolakkenaikanppnpersen tolakppnpersen pajakmencekik ppnmemperkuatoligarki
Sun Dec 28,10:44:12,Jjeong_jeongu,@kompascom Payah Pemerintah Malaysia ini. Mau naikin tarif listrik aja pake kesian ama rakyat pake mikirin beban rakyatnya. Indonesia dong bodo amat rakyat jadi susah dg kenaikan pajak yang penting pemerintahnya senang.,Negatif,Payah Pemerintah Malaysia ini Mau naikin tarif listrik aja pake kesian ama rakyat pake mikirin beban rakyatnya Indonesia dong bodo amat rakyat jadi susah dg kenaikan pajak yang penting pemerintahnya senang,payah pemerintah malaysia ini mau naikin tarif listrik aja pake kesian ama rakyat pake mikirin beban rakyatnya indonesia dong bodo amat rakyat jadi susah dg kenaikan pajak yang penting pemerintahnya senang,payah pemerintah malaysia ini mau naikin tarif listrik saja pakai kesian sama rakyat pakai memikirkan beban rakyatnya indonesia dong bodo amat rakyat jadi susah dengan kenaikan pajak yang penting pemerintahnya senang,"['payah', 'pemerintah', 'malaysia', 'ini', 'mau', 'naikin', 'tarif', 'listrik', 'saja', 'pakai', 'kesian', 'sama', 'rakyat', 'pakai', 'memikirkan', 'beban', 'rakyatnya', 'indonesia', 'dong', 'bodo', 'amat', 'rakyat', 'jadi', 'susah', 'dengan', 'kenaikan', 'pajak', 'yang', 'penting', 'pemerintahnya', 'senang']","['payah', 'pemerintah', 'malaysia', 'naikin', 'tarif', 'listrik', 'pakai', 'kesian', 'rakyat', 'pakai', 'memikirkan', 'beban', 'rakyatnya', 'indonesia', 'bodo', 'rakyat', 'susah', 'kenaikan', 'pajak', 'pemerintahnya', 'senang']",payah perintah malaysia naikin tarif listrik pakai kesi rakyat pakai pikir beban rakyat indonesia bodo rakyat susah naik pajak perintah senang
Sun Dec 28,10:43:59,Jjeong_jeongu,@barengwarga Tolak kenaikan pajak #TolakKenaikanPPN12Persen #TolakPPN12Persen #PajakMencekik #PPNMemperkuatOligarki,Negatif,Tolak kenaikan pajak TolakKenaikanPPNPersen TolakPPNPersen PajakMencekik PPNMemperkuatOligarki,tolak kenaikan pajak tolakkenaikanppnpersen tolakppnpersen pajakmencekik ppnmemperkuatoligarki,tolak kenaikan pajak tolakkenaikanppnpersen tolakppnpersen pajakmencekik ppnmemperkuatoligarki,"['tolak', 'kenaikan', 'pajak', 'tolakkenaikanppnpersen', 'tolakppnpersen', 'pajakmencekik', 'ppnmemperkuatoligarki']","['tolak', 'kenaikan', 'pajak', 'tolakkenaikanppnpersen', 'tolakppnpersen', 'pajakmencekik', 'ppnmemperkuatoligarki']",tolak naik pajak tolakkenaikanppnpersen tolakppnpersen pajakmencekik ppnmemperkuatoligarki
Sun Dec 28,10:43:41,Jjeong_jeongu,@ARSIPAJA Lahh kl naikin pajak tp ujungnya nganggarin subsidi atas kenaikan pajak tsb dan bahkan jauh lebih besar mending gausah naikin pajak jir,Negatif,Lahh kl naikin pajak tp ujungnya nganggarin subsidi atas kenaikan pajak tsb dan bahkan jauh lebih besar mending gausah naikin pajak jir,lahh kl naikin pajak tp ujungnya nganggarin subsidi atas kenaikan pajak tsb dan bahkan jauh lebih besar mending gausah naikin pajak jir,lah kalau naikin pajak tapi ujungnya nganggarin subsidi atas kenaikan pajak tersebut dan bahkan jauh lebih besar-besar mending tidak usah naikin pajak jir,"['lah', 'kalau', 'naikin', 'pajak', 'tapi', 'ujungnya', 'nganggarin', 'subsidi', 'atas', 'kenaikan', 'pajak', 'tersebut', 'dan', 'bahkan', 'jauh', 'lebih', 'besar-besar', 'mending', 'tidak', 'usah', 'naikin', 'pajak', 'jir']","['naikin', 'pajak', 'ujungnya', 'nganggarin', 'subsidi', 'kenaikan', 'pajak', 'besar-besar', 'mending', 'naikin', 'pajak', 'jir']",naikin pajak ujung nganggarin subsidi naik pajak besar mending naikin pajak jir
Sun Dec 28,10:43:24,Jjeong_jeongu,@Ndons_Back @prabowo @are_inismyname @florieliciouss @BANGSAygSUJUD @99propaganda @Kimberley_PS08 @IrawanRommi @DarekaRendy @jatmiko99604253 @Kenikir27 Ditangkap tp vonisnya miris mister masa korupsi yg setara dg 12% pendapatan negara vonisnya cuma 6.5th,Negatif,Ditangkap tp vonisnya miris mister masa korupsi yg setara dg  pendapatan negara vonisnya cuma th,ditangkap tp vonisnya miris mister masa korupsi yg setara dg  pendapatan negara vonisnya cuma th,ditangkap tapi vonisnya miris mister masa korupsi yang setara dengan pendapatan negara vonisnya cuma tahu,"['ditangkap', 'tapi', 'vonisnya', 'miris', 'mister', 'masa', 'korupsi', 'yang', 'setara', 'dengan', 'pendapatan', 'negara', 'vonisnya', 'cuma', 'tahu']","['ditangkap', 'vonisnya', 'miris', 'mister', 'korupsi', 'setara', 'pendapatan', 'negara', 'vonisnya']",tangkap vonis miris mister korupsi tara dapat negara vonis
Sun Dec 28,10:43:13,maymarmas,Ini salah dua kita TOLAK KENAIKAN PPN 12%... Uang negara dimakan BANGSAT2 KORUP ini lantas rakyat ditagih melalui pajak.. ENAL AJAA.. #TolakPPN12Persen #TolakKenaikanPPN12Persen,Negatif,Ini salah dua kita TOLAK KENAIKAN PPN  Uang negara dimakan BANGSAT KORUP ini lantas rakyat ditagih melalui pajak ENAL AJAA TolakPPNPersen TolakKenaikanPPNPersen,ini salah dua kita tolak kenaikan ppn  uang negara dimakan bangsat korup ini lantas rakyat ditagih melalui pajak enal ajaa tolakppnpersen tolakkenaikanppnpersen,ini salah dua kita tolak kenaikan ppn uang negara dimakan bangsat korup ini lantas rakyat ditagih melalui pajak enal saja tolakppnpersen tolakkenaikanppnpersen,"['ini', 'salah', 'dua', 'kita', 'tolak', 'kenaikan', 'ppn', 'uang', 'negara', 'dimakan', 'bangsat', 'korup', 'ini', 'lantas', 'rakyat', 'ditagih', 'melalui', 'pajak', 'enal', 'saja', 'tolakppnpersen', 'tolakkenaikanppnpersen']","['salah', 'tolak', 'kenaikan', 'ppn', 'uang', 'negara', 'dimakan', 'bangsat', 'korup', 'lantas', 'rakyat', 'ditagih', 'pajak', 'enal', 'tolakppnpersen', 'tolakkenaikanppnpersen']",salah tolak naik ppn uang negara makan bangsat korup lantas rakyat tagih pajak enal tolakppnpersen tolakkenaikanppnpersen
Sun Dec 28,10:42:57,Jjeong_jeongu,@ARSIPAJA Mungkin ini satu satunya yang gue setuju terkait kenaikan pajak,Positif,Mungkin ini satu satunya yang gue setuju terkait kenaikan pajak,mungkin ini satu satunya yang gue setuju terkait kenaikan pajak,mungkin ini satu satunya yang gue setuju terkait kenaikan pajak,"['mungkin', 'ini', 'satu', 'satunya', 'yang', 'gue', 'setuju', 'terkait', 'kenaikan', 'pajak']","['satunya', 'gue', 'setuju', 'terkait', 'kenaikan', 'pajak']",satu gue tuju kait naik pajak
Sun Dec 28,10:34:42,Dollcelatte911,Salah ga salah beban kenaikan PPN 1% itu ditanggung customer sebagai end user alias rakyat jelata biasa yg gabisa jadiin barang berPPN yang mereka beli sebagai pajak masukan. Ngerti ga siiih..,Negatif,Salah ga salah beban kenaikan PPN  itu ditanggung customer sebagai end user alias rakyat jelata biasa yg gabisa jadiin barang berPPN yang mereka beli sebagai pajak masukan Ngerti ga siiih,salah ga salah beban kenaikan ppn  itu ditanggung customer sebagai end user alias rakyat jelata biasa yg gabisa jadiin barang berppn yang mereka beli sebagai pajak masukan ngerti ga siiih,salah tidak salah beban kenaikan ppn itu ditanggung customer sebagai end user alias rakyat jelata biasa yang tidak bisa jadikan barang berppn yang mereka beli sebagai pajak masukan mengerti tidak sih,"['salah', 'tidak', 'salah', 'beban', 'kenaikan', 'ppn', 'itu', 'ditanggung', 'customer', 'sebagai', 'end', 'user', 'alias', 'rakyat', 'jelata', 'biasa', 'yang', 'tidak', 'bisa', 'jadikan', 'barang', 'berppn', 'yang', 'mereka', 'beli', 'sebagai', 'pajak', 'masukan', 'mengerti', 'tidak', 'sih']","['salah', 'salah', 'beban', 'kenaikan', 'ppn', 'ditanggung', 'customer', 'end', 'user', 'alias', 'rakyat', 'jelata', 'jadikan', 'barang', 'berppn', 'beli', 'pajak', 'masukan', 'mengerti', 'sih']",salah salah beban naik ppn tanggung customer end user alias rakyat jelata jadi barang berppn beli pajak masuk erti sih
Sun Dec 28,10:23:39,h4r1523,@ARSIPAJA ini orang beneran shit stirrer ya. gue nonton ga sampe semenit aja udah pengin nyemes argumen2 sampah dia: 1. ppn beda sama pph nyet 2. ppn adalah pajak yg paling gak berkeadilan 3. kenaikannya 9% cuk bukan 1% 4. masyarakat yg paling terpukul ke,Negatif,ini orang beneran shit stirrer ya gue nonton ga sampe semenit aja udah pengin nyemes argumen sampah dia  ppn beda sama pph nyet  ppn adalah pajak yg paling gak berkeadilan  kenaikannya  cuk bukan   masyarakat yg paling terpukul ke,ini orang beneran shit stirrer ya gue nonton ga sampe semenit aja udah pengin nyemes argumen sampah dia  ppn beda sama pph nyet  ppn adalah pajak yg paling gak berkeadilan  kenaikannya  cuk bukan   masyarakat yg paling terpukul ke,ini orang-orang benaran shit stirrer ya gue menonton tidak sampai semenit saja sudah pengin nyemes argumen sampah dia ppn beda sama-sama pph monyet ppn adalah pajak yang paling tidak berkeadilan kenaikannya cuk bukan masyarakat yang paling terpukul ke,"['ini', 'orang-orang', 'benaran', 'shit', 'stirrer', 'ya', 'gue', 'menonton', 'tidak', 'sampai', 'semenit', 'saja', 'sudah', 'pengin', 'nyemes', 'argumen', 'sampah', 'dia', 'ppn', 'beda', 'sama-sama', 'pph', 'monyet', 'ppn', 'adalah', 'pajak', 'yang', 'paling', 'tidak', 'berkeadilan', 'kenaikannya', 'cuk', 'bukan', 'masyarakat', 'yang', 'paling', 'terpukul', 'ke']","['orang-orang', 'benaran', 'shit', 'stirrer', 'ya', 'gue', 'menonton', 'semenit', 'pengin', 'nyemes', 'argumen', 'sampah', 'ppn', 'beda', 'pph', 'monyet', 'ppn', 'pajak', 'berkeadilan', 'kenaikannya', 'cuk', 'masyarakat', 'terpukul']",orang benar shit stirrer ya gue tonton menit pengin nyemes argumen sampah ppn beda pph monyet ppn pajak adil naik cuk masyarakat pukul
Sun Dec 28,10:14:02,nak_Negeri,Kalau ada komoditas yang ga kena kenaikan PPN 12% merupakan kabar gembira berarti kenaikan pajak ini sebenernya bukan kabar gembira ya?,Negatif,Kalau ada komoditas yang ga kena kenaikan PPN  merupakan kabar gembira berarti kenaikan pajak ini sebenernya bukan kabar gembira ya,kalau ada komoditas yang ga kena kenaikan ppn  merupakan kabar gembira berarti kenaikan pajak ini sebenernya bukan kabar gembira ya,kalau ada komoditas yang tidak kena kenaikan ppn merupakan kabar gembira berarti kenaikan pajak ini sebenarnya bukan kabar gembira ya,"['kalau', 'ada', 'komoditas', 'yang', 'tidak', 'kena', 'kenaikan', 'ppn', 'merupakan', 'kabar', 'gembira', 'berarti', 'kenaikan', 'pajak', 'ini', 'sebenarnya', 'bukan', 'kabar', 'gembira', 'ya']","['komoditas', 'kena', 'kenaikan', 'ppn', 'kabar', 'gembira', 'kenaikan', 'pajak', 'kabar', 'gembira', 'ya']",komoditas kena naik ppn kabar gembira naik pajak kabar gembira ya
Sun Dec 28,10:14:00,NurizalAR,@DitjenPajakRI SS aja Kalo nanti setelah kenaikan pajak 12% terbukti ada 'efek bola salju' Netijen tau kan harus nyerang siapa Ku PIN postinganmu ini min,Negatif,SS aja Kalo nanti setelah kenaikan pajak  terbukti ada efek bola salju Netijen tau kan harus nyerang siapa Ku PIN postinganmu ini min,ss aja kalo nanti setelah kenaikan pajak  terbukti ada efek bola salju netijen tau kan harus nyerang siapa ku pin postinganmu ini min,ss saja kalau nanti setelah kenaikan pajak terbukti ada efek bola salju netijen tau kan harus menyerang siapa ku pin postinganmu ini min,"['ss', 'saja', 'kalau', 'nanti', 'setelah', 'kenaikan', 'pajak', 'terbukti', 'ada', 'efek', 'bola', 'salju', 'netijen', 'tau', 'kan', 'harus', 'menyerang', 'siapa', 'ku', 'pin', 'postinganmu', 'ini', 'min']","['ss', 'kenaikan', 'pajak', 'terbukti', 'efek', 'bola', 'salju', 'netijen', 'tau', 'menyerang', 'ku', 'pin', 'postinganmu', 'min']",ss naik pajak bukti efek bola salju netijen tau serang ku pin postinganmu min
Sun Dec 28,10:01:43,SasaSasa1559993,@BennyKeef Udah pasti itu Om...gk ada sejarahnya kenaikan pajak akan meringankan rakyat..,Negatif,Udah pasti itu Omgk ada sejarahnya kenaikan pajak akan meringankan rakyat,udah pasti itu omgk ada sejarahnya kenaikan pajak akan meringankan rakyat,sudah pasti itu omgk ada sejarahnya kenaikan pajak akan meringankan rakyat,"['sudah', 'pasti', 'itu', 'omgk', 'ada', 'sejarahnya', 'kenaikan', 'pajak', 'akan', 'meringankan', 'rakyat']","['omgk', 'sejarahnya', 'kenaikan', 'pajak', 'meringankan', 'rakyat']",omgk sejarah naik pajak ringan rakyat
